platform,course name,instructor,subject,image,description,link,rating
udemy,"Data Analyst Skillpath: Zero to Hero in Excel, SQL & Python",Start-Tech Academy,data analytics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpdg8WcLl01D8EwZM8vZrP722byBW4MGf10g&usqp=CAU,"You've found the right Data Analyst Masterclass with Excel, SQL & Python course! This course will teach you data-driven decision-making, data visualization, data analytics in SQL, and the use of predictive analytics like linear regression in business settings.",https://www.udemy.com/course/data-analyst-skillpath-zero-to-hero-in-excel-sql-python/,4.4
great learning,Data Analysis using PySpark,great learning academy,data analytics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSHF7ziRS68jyyFk0oRBRzZU8uFEDeZ8E2yVeCnzf1CkgNTpqJJwLzvtGSVMvaFyvEaRk&usqp=CAU,"Learn Data Analysis Using PySpark basics in this free online training. This free course is taught hands-on by experts. Learn about Real Time Data Analytics, Modelling Data & lot more. Best for Beginners. Start now!",mygreatlearning.com/academy/learn-for-free/courses/data-analysis-using-pyspark,4.4
great learning,R for Data Science,Mr. Bharani Akella,data science,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_FBsmUdks1f6WUaDXWMQI6e3c41cMxz9nO5jdO_Ybb8R89ng8mIBxiGjLvl0mxyBnVe8&usqp=CAU,"This course will introduce you to R programming for Data Science, with a few demonstrated examples. The course shall focus you on the elements and features available in R to work on Data Science tasks.",https://www.mygreatlearning.com/academy/learn-for-free/courses/r-for-data-science,5
coursera,Google Data Analytics Professional Certificate,Google Career Certificates,data science,https://tse4.mm.bing.net/th?id=OIP.O0LhiSUD9RRL9_Anb-hkkAHaEo&pid=Api&P=0,"Prepare for a new career in the high-growth field of data analytics, no experience or degree required. Get professional training designed by Google and have the opportunity to connect with top employers.",https://www.coursera.org/professional-certificates/google-data-analytics,4.8
coursera,Introduction to Data Science Specialization,Rav Ahuja,data science,https://tse4.mm.bing.net/th?id=OIP.O0LhiSUD9RRL9_Anb-hkkAHaEo&pid=Api&P=0,"Interested in learning more about data science, but don’t know where to start? This 4-course Specialization from IBM will provide you with the key foundational skills any data scientist needs to prepare you for a career in data science or further advanced learning in the field. ",https://www.coursera.org/specializations/introduction-data-science,4.7
coursera,Google Advanced Data Analytics Professional Certificate,Google Career Certificates,data science,https://tse4.mm.bing.net/th?id=OIP.O0LhiSUD9RRL9_Anb-hkkAHaEo&pid=Api&P=0,"Advanced data professionals are responsible for collecting, analyzing, and interpreting extremely large amounts of data. These jobs require manipulating large data sets and using advanced analytics including machine learning, predictive modeling, and experimental design. ",https://www.coursera.org/professional-certificates/google-advanced-data-analytics,4.7
udemy,Data Science and Machine Learning Bootcamp with R,Jose Portilla,data science,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStDJLwGtx4fOEYhh-542xosJP9NzAl6EUvnA&usqp=CAU,"Data Scientist has been ranked the number one job on Glassdoor and the average salary of a data scientist is over $120,000 in the United States according to Indeed! Data Science is a rewarding career that allows you to solve some of the world's most interesting problems!",https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/,4.7
coursera,IBM Data Science Professional Certificate,Rav Ahuja,data science,https://tse4.mm.bing.net/th?id=OIP.O0LhiSUD9RRL9_Anb-hkkAHaEo&pid=Api&P=0,"Data science is one of the hottest professions of the decade, and the demand for data scientists who can analyze data and communicate results to inform data driven decisions has never been greater. This Professional Certificate will help anyone interested in pursuing a career in data science or machine learning develop career-relevant skills.",https://www.coursera.org/professional-certificates/ibm-data-science,4.6
udemy,The Data Science Course 2023: Complete Data Science Bootcamp,365 Careers,data science,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStDJLwGtx4fOEYhh-542xosJP9NzAl6EUvnA&usqp=CAU,"Data scientist is one of the best suited professions to thrive this century. It is digital, programming-oriented, and analytical. Therefore, it comes as no surprise that the demand for data scientists has been surging in the job marketplace.",https://www.udemy.com/course/the-data-science-course-complete-data-science-bootcamp/,4.6
udemy,Data Science: Supervised Machine Learning in Python,Lazy Programmer Team,data science,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStDJLwGtx4fOEYhh-542xosJP9NzAl6EUvnA&usqp=CAU,"In this course, we are first going to discuss the K-Nearest Neighbor algorithm. It’s extremely simple and intuitive, and it’s a great first classification algorithm to learn. After we discuss the concepts and implement it in code, we’ll look at some ways in which KNN can fail.",https://www.udemy.com/course/data-science-supervised-machine-learning-in-python/,4.6
udemy,Statistics for Data Science and Business Analysis,365 Careers,data science,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStDJLwGtx4fOEYhh-542xosJP9NzAl6EUvnA&usqp=CAU,"In no time, you will acquire the fundamental skills that will enable you to understand complicated statistical analysis directly applicable to real-life situations.",https://www.udemy.com/course/statistics-for-data-science-and-business-analysis/,4.6
simplilearn ,Tableau Training,Simplilearn Instructors,data science,https://tse4.mm.bing.net/th?id=OIP.e3VY01ZPGzmgCxGtViBYywHaDu&pid=Api&P=2,"Tableau is a popular tool for data visualization, reporting and business intelligence. Tableau statistics ? Building interactive dashboards ? Arithmetic logical LOD calculations ? Heat map waterfall Pareto ? Clustering forecasting techniques ? Custom geocoding radial selections Free Tableau 101 for a Better Future  SkillUp offers an incredible opportunity to students and working professionals looking for an upgrade in their skills.If you are an IT Developer, Tester, Data analyst, Data scientist, BI and reporting professional, or Project manager, this free Tableau tutorial is ideal for you. With a free Tableau foundation, you can get hired in top companies like Amazon and JPMorgan Chase in high-demand roles like data analyst, business analyst and analytics manager.",https://www.simplilearn.com/learn-tableau-online-free-course-skillup,4.6
simplilearn ,Introduction to Data Visualization,Simplilearn Instructors,data science,https://tse4.mm.bing.net/th?id=OIP.e3VY01ZPGzmgCxGtViBYywHaDu&pid=Api&P=3,"This course gives you insights into some of the most important tools like Tableau, Power BI, Excel, etc.  Some of the topics covered in this free data visualization 101 course include:  Data visualization principles Communicating data-driven findings Using ggplot2 to create customized plots By the end of this course, you will be able to understand how to gain meaningful insights from data.  data visualization basics is a great way to learn the fundamentals of one of the most important aspects of data science. This course will help Data professionals, Product managers, Designers, Agile and Scrum professionals, and Program managers learn about this essential skill.  Data visualization has emerged as a highly sought-after skill as more and more industries are becoming reliant on data – a fact that reflects in the high salaries that data visualization professionals offer.",https://www.simplilearn.com/free-data-visualization-course-online-skillup,4.6
simplilearn ,Tableau Data Visualization Basics Tutorial,Simplilearn Instructors,data science,https://tse4.mm.bing.net/th?id=OIP.e3VY01ZPGzmgCxGtViBYywHaDu&pid=Api&P=4,This free Tableau Data Visualization course is the perfect course for you to learn everything about Tableau.The free Tableau Data Visualization training takes you through everything you need to know about Tableau and Data Visualization with Tableau for beginners.You can learn the free Tableau certification with a better understanding as the course structure is very short and easy.,https://www.simplilearn.com/free-tableau-data-visualization-course-skillup?tag=Data%20Analytics,4.6
coursera,Data Science Specialization,Jeff Leek,data science,https://tse4.mm.bing.net/th?id=OIP.O0LhiSUD9RRL9_Anb-hkkAHaEo&pid=Api&P=0,"This Specialization covers the concepts and tools you'll need throughout the entire data science pipeline, from asking the right kinds of questions to making inferences and publishing results. In the final Capstone Project, you’ll apply the skills learned by building a data product using real-world data. At completion, students will have a portfolio demonstrating their mastery of the material. ",https://www.coursera.org/specializations/jhu-data-science,4.5
udemy,Data Science A-Z™: Hands-On Exercises & ChatGPT Bonus [2023],"Kirill Eremenko, Ligency Team",data science,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStDJLwGtx4fOEYhh-542xosJP9NzAl6EUvnA&usqp=CAU,"In this course you WILL experience firsthand all of the PAIN a Data Scientist goes through on a daily basis. Corrupt data, anomalies, irregularities - you name it!",https://www.udemy.com/course/datascience/,4.5
great learning,Popular Applications of Data Science,great learning academy,data science,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_FBsmUdks1f6WUaDXWMQI6e3c41cMxz9nO5jdO_Ybb8R89ng8mIBxiGjLvl0mxyBnVe8&usqp=CAU,The course begins with giving you an introduction to Data Science and helps you get your hands-on working with the application to develop solutions for data science problems.,https://www.mygreatlearning.com/academy/learn-for-free/courses/popular-applications-of-data-science,4.5
great learning,Introduction to Data Science,Dr. Abhinanda Sarkar,data science,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_FBsmUdks1f6WUaDXWMQI6e3c41cMxz9nO5jdO_Ybb8R89ng8mIBxiGjLvl0mxyBnVe8&usqp=CAU,This course will introduce you to the world of Data Science and topics related to Data Science.,https://www.mygreatlearning.com/academy/learn-for-free/courses/introduction-to-data-science,4.5
simplilearn ,Python Libraries for Data Science,Simplilearn Instructors,data science,https://tse4.mm.bing.net/th?id=OIP.e3VY01ZPGzmgCxGtViBYywHaDu&pid=Api&P=0,"The Python libraries free course will develop your understanding on how to perform numerical computation, data analysis and data visualization using NumPy, Pandas, and Matplotlib libraries. Once you learn about the Python libraries for data science, next you will explore scikit-learn for model building, Beautiful Soup for web scraping, and TensorFlow.",https://www.simplilearn.com/learn-python-libraries-free-course-skillup,4.5
simplilearn ,Applied Data Science with Python,Simplilearn Instructors,data science,https://tse4.mm.bing.net/th?id=OIP.e3VY01ZPGzmgCxGtViBYywHaDu&pid=Api&P=1,"This Data Science with Python program provides learners with a complete understanding of data analytics tools & techniques. Getting started with Python can help you gain knowledge on data analysis, visualization, NumPy, SciPy, web scraping, and natural language processing. This program is an ideal kickstarter for anyone looking to become a Data Scientist.",https://www.simplilearn.com/getting-started-data-science-with-python-skillup,4.5
great learning,Data Science Foundations,Dr. Bappaditya Mukhopadyay,data science,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_FBsmUdks1f6WUaDXWMQI6e3c41cMxz9nO5jdO_Ybb8R89ng8mIBxiGjLvl0mxyBnVe8&usqp=CAU,"The course covers topics about various tasks carried out in Data Science and different programming languages that are compatible to work with to accommodate the tasks efficiently, and Machine Learning, contributing to the dynamic behavior of machines and making significant associations with DS.",https://www.mygreatlearning.com/academy/learn-for-free/courses/data-science-foundations,4.4
great learning,Career in Data Science,great learning academy,data science,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_FBsmUdks1f6WUaDXWMQI6e3c41cMxz9nO5jdO_Ybb8R89ng8mIBxiGjLvl0mxyBnVe8&usqp=CAU,"This course aims to give you an introduction about Data Science, and give you a lot of clarity in terms of having a roadmap set for your learning. Along with this, the course also provides details about a Data Analyst’s role in terms of responsibilities, salary trends and a lot more!",https://www.mygreatlearning.com/academy/learn-for-free/courses/career-in-data-science,4.4
